TITLE,DEPARTMENT,PERCENTAGE,FOAPAL_SALARY,TOTAL_SALARY,OTHER_SALARY,TENURE,DEGREE,DEGREE_DESC,YEARS_HERE,YEARS_TOTAL,POSITION_FTE,JOB FTE,BUDGET_FTE,JOB_PCT,MONTHS_EMPL,POSN_ECLS
Professor,Physics,100,"97,509.00","110,629.00","13,120.00",T,PHD,Doctor of Philosophy,18,19,1,1,1,100,9,F9
Professor,Physics,100,"108,736.00","120,403.00","11,667.00",O,PHD,Doctor of Philosophy,2,2,1,1,1,100,9,F9
Senior Instructor,Physics,100,"70,981.00","70,981.00",0.00,N,PHD,Doctor of Philosophy,7,7,1,1,1,100,12,F2
Reading Instructor,PI Carmouche Robert L,100,"46,963.00","46,963.00",0.00,N,MS,Master of Science,7,7,1,1,1,100,12,F9
Professor,PI Gopu Vijaya Krishna,80.4,"152,921.00","193,320.00","40,399.00",T,PHD,Doctor of Philosophy,3,28,1,1,1,100,9,F9
Associate Dean,Political Science,69.38,"64,428.00","92,863.00","28,435.00",T,PHD,Doctor of Philosophy,13,20,1,1,1,100,9,F9
Assistant Professor,Political Science,100,"51,000.00","54,120.00","3,120.00",O,PHD,Doctor of Philosophy,3,4,1,1,1,100,9,F9
Associate Professor,Political Science,100,"60,000.00","63,120.00","3,120.00",,PHD,Doctor of Philosophy,1,3,1,1,1,100,9,F9
Associate Professor,Political Science,100,"64,360.00","64,360.00",0.00,T,PHD,Doctor of Philosophy,23,23,1,1,1,100,9,F9
Professor,Political Science,100,"78,637.00","81,757.00","3,120.00",T,PHD,Doctor of Philosophy,22,21,1,1,1,100,9,F9
Professor,Political Science,100,"78,831.00","108,831.00","30,000.00",O,PHD,Doctor of Philosophy,3,3,1,1,1,100,9,F9
Professor,Political Science,100,"72,296.00","85,416.00","13,120.00",T,PHD,Doctor of Philosophy,17,18,1,1,1,100,9,F9
Assistant Professor,Psychology,100,"57,002.00","57,002.00",0.00,O,PHD,Doctor of Philosophy,5,6,1,1,1,100,9,F9
Assistant Professor,Psychology,100,"54,000.00","54,000.00",0.00,N,PHD,Doctor of Philosophy,2,2,1,1,1,100,9,F9
Assistant Professor,Psychology,100,"62,623.00","62,623.00",0.00,T,PHD,Doctor of Philosophy,24,25,1,1,1,100,9,F9
Assistant Professor,Psychology,100,"62,704.00","62,704.00",0.00,O,PHD,Doctor of Philosophy,3,3,1,1,1,100,9,F9
Assistant Professor,Psychology,100,"56,391.00","56,391.00",0.00,O,PHD,Doctor of Philosophy,2,2,1,1,1,100,9,F9
Assistant Professor,Psychology,100,"59,897.00","59,897.00",0.00,O,PHD,Doctor of Philosophy,12,13,1,1,1,100,9,F9
Assistant Professor,Psychology,100,"56,241.00","56,241.00",0.00,O,PHD,Doctor of Philosophy,4,4,1,1,1,100,9,F9
Associate Professor,Psychology,100,"63,191.00","73,191.00","10,000.00",T,PHD,Doctor of Philosophy,9,9,1,1,1,100,9,F9
Associate Professor,Psychology,100,"65,153.00","65,153.00",0.00,T,PHD,Doctor of Philosophy,17,20,1,1,1,100,9,F9
Associate Professor,Psychology,100,"63,633.00","66,753.00","3,120.00",O,PHD,Doctor of Philosophy,8,10,2,1,1,100,9,F9
Associate Professor,Psychology,100,"79,076.00","79,076.00",0.00,T,PHD,Doctor of Philosophy,18,20,1,1,1,100,9,F9
Instructor,Psychology,100,"47,210.00","47,210.00",0.00,N,MS,Master of Science,17,23,1,1,1,100,9,F9
Instructor,Psychology,100,"43,000.00","43,000.00",0.00,,MS,Master of Science,5,7,2,1,1,100,9,F9
Master Instructor,Psychology,100,"46,367.00","46,367.00",0.00,N,MS,Master of Science,10,11,1,1,1,100,9,F9
Professor,Psychology,100,"75,591.00","78,711.00","3,120.00",T,PHD,Doctor of Philosophy,12,13,1,1,1,100,9,F9
Senior Instructor,Psychology,100,"44,714.00","44,714.00",0.00,N,PHD,Doctor of Philosophy,10,14,1,1,1,100,9,F9
Senior Instructor,Psychology,100,"45,478.00","45,478.00",0.00,N,MS,Master of Science,11,16,1,1,1,100,9,F9
Senior Instructor,Psychology,100,"41,966.00","41,966.00",0.00,N,MS,Master of Science,9,27,1,1,1,100,9,F9
Assistant Professor,Sch of Computing & Informatics,100,"95,000.00","95,000.00",0.00,,PHD,Doctor of Philosophy,0,0,1,1,1,100,9,F9
Assistant Professor,Sch of Computing & Informatics,100,"96,000.00","96,000.00",0.00,O,PHD,Doctor of Philosophy,0,0,1,1,1,100,9,F9
Professor,Sch of Computing & Informatics,100,"195,476.00","195,476.00",0.00,T,PHD,Doctor of Philosophy,2,2,1,1,1,100,9,F9
Assistant Professor,School of Architecture/Design,100,"63,424.00","63,424.00",0.00,O,MFA,Master of Fine Arts,4,4,1,1,1,100,9,F9
Assistant Professor,School of Architecture/Design,100,"62,192.00","62,192.00",0.00,O,MFA,Master of Fine Arts,4,5,1,1,1,100,9,F9
Assistant Professor,School of Architecture/Design,100,"64,082.00","64,082.00",0.00,O,MFA,Master of Fine Arts,4,4,1,1,1,100,9,F9
Assistant Professor,School of Architecture/Design,100,"65,207.00","65,207.00",0.00,O,MARC,Master of Architecture,6,6,1,1,1,100,9,F9
Assistant Professor,School of Architecture/Design,100,"67,000.00","67,000.00",0.00,O,MARC,Master of Architecture,0,0,1,1,1,100,9,F9
Assistant Professor,School of Architecture/Design,100,"65,378.00","65,378.00",0.00,O,MARC,Master of Architecture,6,6,1,1,1,100,9,F9
Associate Professor,School of Architecture/Design,100,"70,000.00","70,000.00",0.00,O,MARC,Master of Architecture,0,7,1,1,1,100,9,F9
Associate Professor,School of Architecture/Design,100,"70,407.00","70,407.00",0.00,T,MFA,Master of Fine Arts,17,18,1,1,1,100,9,F9
Associate Professor,School of Architecture/Design,100,"68,680.00","68,680.00",0.00,O,MARC,Master of Architecture,5,6,1,1,1,100,9,F9
Associate Professor,School of Architecture/Design,100,"72,500.00","72,500.00",0.00,O,MS,Master of Science,1,1,1,1,1,100,9,F9
Instructor,School of Architecture/Design,100,"58,555.00","58,555.00",0.00,N,MARC,Master of Architecture,11,12,1,1,1,100,9,F9
Lecturer,School of Architecture/Design,100,"58,054.00","58,054.00",0.00,N,MLA,Master of Landscape Arch_,10,11,1,1,1,100,9,F9
Professor,School of Architecture/Design,100,"85,489.00","88,609.00","3,120.00",T,MARC,Master of Architecture,18,20,1,1,1,100,9,F9
Professor,School of Architecture/Design,100,"117,682.00","117,682.00",0.00,T,MARC,Master of Architecture,42,44,1,1,1,100,9,F9
Professor,School of Architecture/Design,100,"83,373.00","83,373.00",0.00,T,MFA,Master of Fine Arts,29,30,1,1,1,100,9,F9
Professor,School of Architecture/Design,100,"84,007.00","87,127.00","3,120.00",T,MARC,Master of Architecture,16,17,1,1,1,100,9,F9
Professor,School of Architecture/Design,100,"115,338.00","118,458.00","3,120.00",T,MARC,Master of Architecture,24,24,1,1,1,100,9,F9
Professor,School of Architecture/Design,100,"76,764.00","79,884.00","3,120.00",T,MARC,Master of Architecture,11,13,1,1,1,100,9,F9
Assistant Professor,School of Geoscience,100,"69,296.00","69,296.00",0.00,O,PHD,Doctor of Philosophy,4,4,1,1,1,100,9,F9
Assistant Professor,School of Geoscience,100,"70,000.00","73,120.00","3,120.00",O,PHD,Doctor of Philosophy,2,2,1,1,1,100,9,F9
Assistant Professor,School of Geoscience,100,"75,000.00","78,120.00","3,120.00",,PHD,Doctor of Philosophy,0,0,1,1,1,100,9,F9
Assistant Professor,School of Geoscience,100,"72,699.00","75,819.00","3,120.00",O,PHD,Doctor of Philosophy,4,4,1,1,1,100,9,F9
Associate Professor,School of Geoscience,100,"74,629.00","74,629.00",0.00,T,PHD,Doctor of Philosophy,34,35,1,1,1,100,9,F9
Associate Professor,School of Geoscience,100,"73,677.00","76,797.00","3,120.00",O,PHD,Doctor of Philosophy,5,6,1,1,1,100,9,F9
Associate Professor,School of Geoscience,100,"81,915.00","85,035.00","3,120.00",O,PHD,Doctor of Philosophy,6,6,1,1,1,100,9,F9
Instructor,School of Geoscience,100,"47,000.00","47,000.00",0.00,,MS,Master of Science,10,13,1,1,1,100,9,F9
Instructor,School of Geoscience,100,"50,000.00","50,000.00",0.00,,PHD,Doctor of Philosophy,2,3,1,1,1,100,9,F9
Professor,School of Geoscience,100,"94,722.00","94,722.00",0.00,T,PHD,Doctor of Philosophy,41,38,1,1,1,100,9,F9
Professor,School of Geoscience,100,"90,697.00","93,817.00","3,120.00",T,PHD,Doctor of Philosophy,18,19,1,1,1,100,9,F9
Professor,School of Geoscience,100,"96,050.00","99,170.00","3,120.00",T,PHD,Doctor of Philosophy,16,16,1,1,1,100,9,F9
Professor & Director,School of Geoscience,100,"120,000.00","140,000.00","20,000.00",,PHD,Doctor of Philosophy,0,0,1,1,1,100,9,F9
Assistant Professor,"Sociology, Anthropology, and CAFS",100,"51,000.00","51,000.00",0.00,,,,0,0,1,1,1,0,9,F9
Assistant Professor,"Sociology, Anthropology, and CAFS",100,"50,000.00","50,000.00",0.00,N,PHD,Doctor of Philosophy,1,1,1,1,1,0,9,F9
Assistant Professor,"Sociology, Anthropology, and CAFS",100,"55,000.00","55,000.00",0.00,,,,0,0,1,1,1,0,9,F9
Assistant Professor,"Sociology, Anthropology, and CAFS",100,"56,809.00","56,809.00",0.00,O,PHD,Doctor of Philosophy,10,11,1,1,1,100,9,F9
Assistant Professor,"Sociology, Anthropology, and CAFS",100,"50,000.00","50,000.00",0.00,O,PHD,Doctor of Philosophy,5,8,1,1,1,100,9,F9
Associate Professor,"Sociology, Anthropology, and CAFS",100,"66,586.00","66,586.00",0.00,T,PHD,Doctor of Philosophy,17,18,1,1,1,100,9,F9
Associate Professor,"Sociology, Anthropology, and CAFS",100,"58,226.00","58,226.00",0.00,T,PHD,Doctor of Philosophy,17,18,1,1,1,100,9,F9
Associate Professor,"Sociology, Anthropology, and CAFS",100,"52,527.00","55,647.00","3,120.00",O,PHD,Doctor of Philosophy,3,3,1,1,1,100,9,F9
Associate Professor,"Sociology, Anthropology, and CAFS",100,"68,475.00","68,475.00",0.00,T,PHD,Doctor of Philosophy,23,25,1,1,1,100,9,F9
Instructor,"Sociology, Anthropology, and CAFS",100,"46,000.00","46,000.00",0.00,N,MED,Master of Education,0,0,1,1,1,100,9,F9
Instructor,"Sociology, Anthropology, and CAFS",100,"41,000.00","41,000.00",0.00,,PHD,Doctor of Philosophy,0,8,1,1,1,100,9,F9
Professor,"Sociology, Anthropology, and CAFS",100,"82,119.00","82,119.00",0.00,T,PHD,Doctor of Philosophy,14,14,1,1,1,100,9,F9
Professor,"Sociology, Anthropology, and CAFS",100,"129,233.00","132,353.00","3,120.00",T,PHD,Doctor of Philosophy,35,34,1,1,1,100,9,F9
Professor,"Sociology, Anthropology, and CAFS",100,"77,745.00","77,745.00",0.00,T,DO,Doctorat (France)_,26,27,1,1,1,100,9,F9
Professor,"Sociology, Anthropology, and CAFS",100,"82,288.00","92,288.00","10,000.00",T,PHD,Doctor of Philosophy,25,25,1,1,1,100,9,F9
Professor,"Sociology, Anthropology, and CAFS",100,"82,025.00","85,145.00","3,120.00",T,PHD,Doctor of Philosophy,17,18,1,1,1,100,9,F9
Professor,"Sociology, Anthropology, and CAFS",100,"85,429.00","85,429.00",0.00,T,PHD,Doctor of Philosophy,11,22,1,1,1,100,9,F9
Assistant Professor,Tchr Ed Curriculum & Instruc,100,"63,713.00","63,713.00",0.00,T,EDD,Doctor of Education,13,14,1,1,1,100,9,F9
Assistant Professor,Tchr Ed Curriculum & Instruc,100,"60,500.00","60,500.00",0.00,O,PHD,Doctor of Philosophy,3,3,1,1,1,100,9,F9
Assistant Professor,Tchr Ed Curriculum & Instruc,100,"62,484.00","62,484.00",0.00,O,PHD,Doctor of Philosophy,2,2,1,1,1,100,9,F9
Assistant Professor,Tchr Ed Curriculum & Instruc,100,"61,700.00","61,700.00",0.00,O,PHD,Doctor of Philosophy,1,1,1,1,1,100,9,F9
Assistant Professor,Tchr Ed Curriculum & Instruc,100,"60,500.00","60,500.00",0.00,,,,0,0,1,1,1,0,9,F9
Assistant Professor,Tchr Ed Curriculum & Instruc,100,"60,500.00","60,500.00",0.00,O,EDD,Doctor of Education,1,1,1,1,1,100,9,F9
Assistant Professor,Tchr Ed Curriculum & Instruc,100,"60,623.00","60,623.00",0.00,O,PHD,Doctor of Philosophy,3,4,1,1,1,100,9,F9
Assistant Professor,Tchr Ed Curriculum & Instruc,100,"60,500.00","60,500.00",0.00,,,,0,0,1,1,1,0,9,F9
Assistant Professor,Tchr Ed Curriculum & Instruc,100,"60,141.00","60,141.00",0.00,O,PHD,Doctor of Philosophy,5,5,1,1,1,100,9,F9
Assistant Professor,Tchr Ed Curriculum & Instruc,100,"60,164.00","60,164.00",0.00,O,PHD,Doctor of Philosophy,3,3,1,1,1,100,9,F9
Assistant Professor,Tchr Ed Curriculum & Instruc,100,"60,500.00","60,500.00",0.00,O,PHD,Doctor of Philosophy,2,2,1,1,1,100,9,F9
Assistant Professor,Tchr Ed Curriculum & Instruc,100,"60,500.00","60,500.00",0.00,O,PHD,Doctor of Philosophy,2,2,1,1,1,100,9,F9
Assistant Professor,Tchr Ed Curriculum & Instruc,100,"59,771.00","59,771.00",0.00,O,PHD,Doctor of Philosophy,3,12,1,1,1,100,9,F9
Associate Professor,Tchr Ed Curriculum & Instruc,100,"75,737.00","78,857.00","3,120.00",T,PHD,Doctor of Philosophy,15,17,1,1,1,100,9,F9
Associate Professor,Tchr Ed Curriculum & Instruc,100,"76,137.00","79,257.00","3,120.00",T,PHD,Doctor of Philosophy,14,16,1,1,1,100,9,F9
Associate Professor,Tchr Ed Curriculum & Instruc,100,"66,863.00","66,863.00",0.00,T,PHD,Doctor of Philosophy,17,18,1,1,1,100,9,F9
Instructor,Tchr Ed Curriculum & Instruc,100,"49,845.00","49,845.00",0.00,N,MED,Master of Education,4,6,1,1,1,100,9,F9
Instructor,Tchr Ed Curriculum & Instruc,100,"19,162.00","19,162.00",0.00,N,MED,Master of Education,6,9,0.5,1,1,50,9,F9
Instructor,Tchr Ed Curriculum & Instruc,100,"45,637.00","45,637.00",0.00,N,MED,Master of Education,4,5,1,1,1,100,9,F9
Instructor,Tchr Ed Curriculum & Instruc,100,"51,088.00","51,088.00",0.00,N,MED,Master of Education,21,21,1,1,1,100,9,F9
Instructor,Tchr Ed Curriculum & Instruc,100,"47,732.00","47,732.00",0.00,N,MED,Master of Education,7,23,1,1,1,100,9,F9
Master Instructor,Tchr Ed Curriculum & Instruc,100,"54,949.00","54,949.00",0.00,N,MED,Master of Education,17,20,1,1,1,100,9,F9
Master Instructor,Tchr Ed Curriculum & Instruc,100,"51,998.00","51,998.00",0.00,N,PHD,Doctor of Philosophy,21,23,1,1,1,100,9,F9
Master Instructor,Tchr Ed Curriculum & Instruc,100,"46,992.00","46,992.00",0.00,N,MA,Master of Arts,15,16,1,1,1,100,9,F9
Professor,Tchr Ed Curriculum & Instruc,100,"99,772.00","112,892.00","13,120.00",T,PHD,Doctor of Philosophy,12,23,1,1,1,100,9,F9
Professor,Tchr Ed Curriculum & Instruc,100,"100,332.00","103,452.00","3,120.00",T,PHD,Doctor of Philosophy,27,35,1,1,1,100,9,F9
Professor,Tchr Ed Curriculum & Instruc,100,"104,112.00","107,232.00","3,120.00",T,PHD,Doctor of Philosophy,19,21,1,1,1,100,9,F9
Senior Instructor,Tchr Ed Curriculum & Instruc,100,"50,144.00","50,144.00",0.00,N,MED,Master of Education,6,7,1,1,1,100,9,F9
Senior Instructor,Tchr Ed Curriculum & Instruc,100,"45,243.00","45,243.00",0.00,N,MED,Master of Education,10,16,1,1,1,100,9,F9
Associate Professor,Tchr Ed Curriculum & Instruc,90,"59,548.00","69,284.00","9,736.00",O,PHD,Doctor of Philosophy,3,14,2,1,1,100,9,F9
Assistant Professor,Tchr Ed Found & Leadership,100,"65,000.00","65,000.00",0.00,O,PHD,Doctor of Philosophy,1,1,1,1,1,100,9,FA
Assistant Professor,Tchr Ed Found & Leadership,100,"61,969.00","61,969.00",0.00,O,EDD,Doctor of Education,3,4,1,1,1,100,9,F9
Assistant Professor,Tchr Ed Found & Leadership,100,"65,000.00","65,000.00",0.00,,,,0,0,1,1,1,100,9,F9
Associate Professor,Tchr Ed Found & Leadership,100,"65,918.00","69,038.00","3,120.00",O,PHD,Doctor of Philosophy,7,7,1,1,1,100,9,F9
Associate Professor,Tchr Ed Found & Leadership,100,"69,373.00","72,493.00","3,120.00",T,PHD,Doctor of Philosophy,5,5,1,1,1,100,9,F9
Associate Professor,Tchr Ed Found & Leadership,100,"76,000.00","76,000.00",0.00,O,PHD,Doctor of Philosophy,0,0,1,1,1,100,9,F9
Associate Professor,Tchr Ed Found & Leadership,100,"68,247.00","71,367.00","3,120.00",T,PHD,Doctor of Philosophy,11,20,1,1,1,100,9,F9
Asst Professor & Assess Coor,Tchr Ed Found & Leadership,100,"64,111.00","73,111.00","9,000.00",O,EDD,Doctor of Education,7,8,1,1,1,100,9,F9
Professor,Tchr Ed Found & Leadership,100,"76,513.00","79,633.00","3,120.00",T,PHD,Doctor of Philosophy,13,14,1,1,1,100,9,F9
Professor,Tchr Ed Found & Leadership,100,"102,839.00","105,959.00","3,120.00",T,JD,Juris Doctorate,6,14,1,1,1,100,9,F9
Professor,Tchr Ed Found & Leadership,100,"92,876.00","92,876.00",0.00,T,EDD,Doctor of Education,32,31,1,1,1,100,9,F9
Professor,Tchr Ed Found & Leadership,100,"80,000.00","83,120.00","3,120.00",T,PHD,Doctor of Philosophy,11,13,1,1,1,100,9,F9
Professor,Tchr Ed Found & Leadership,100,"99,680.00","112,800.00","13,120.00",T,PHD,Doctor of Philosophy,11,14,1,1,1,100,9,F9
Senior Instructor,Tchr Ed Found & Leadership,100,"51,716.00","51,716.00",0.00,N,EDS,Educational Specialist_,7,9,1,1,1,100,9,F9
Senior Instructor,Tchr Ed Found & Leadership,100,"52,168.00","52,168.00",0.00,N,EDS,Educational Specialist_,7,10,1,1,1,100,9,F9
Professor,UNIV 100,100,"99,303.00","99,303.00",0.00,T,PHD,Doctor of Philosophy,21,21,1,1,1,100,9,F9
Instructor,UNIV 200,100,"47,000.00","47,000.00",0.00,N,MBA,Master of Business Admin.,11,17,1,1,1,100,9,F9
Instructor,UNIV 200,100,"45,139.00","45,139.00",0.00,N,MBA,Master of Business Admin.,7,11,1,1,1,100,9,F9
Instructor,UNIV 200,100,"52,684.00","52,684.00",0.00,N,MED,Master of Education,32,34,1,1,1,100,9,F9
Assistant Professor,Visual Arts,100,"53,761.00","53,761.00",0.00,O,MFA,Master of Fine Arts,0,0,1,1,1,100,9,F9
Assistant Professor,Visual Arts,100,"51,858.00","51,858.00",0.00,O,PHD,Doctor of Philosophy,3,3,1,1,1,100,9,F9
Assistant Professor,Visual Arts,100,"54,376.00","54,376.00",0.00,O,MFA,Master of Fine Arts,4,5,1,1,1,100,9,F9
Assistant Professor,Visual Arts,100,"50,000.00","50,000.00",0.00,T,MFA,Master of Fine Arts,36,35,1,1,1,100,9,F9
Assistant Professor,Visual Arts,100,"52,117.00","55,237.00","3,120.00",O,PHD,Doctor of Philosophy,2,2,1,1,1,100,9,F9
Assistant Professor,Visual Arts,100,"53,761.00","53,761.00",0.00,O,MFA,Master of Fine Arts,0,0,1,1,1,100,9,F9
Assistant Professor,Visual Arts,100,"51,695.00","51,695.00",0.00,O,MFA,Master of Fine Arts,2,2,1,1,1,100,9,F9
Assistant Professor,Visual Arts,100,"53,761.00","53,761.00",0.00,,PHD,Doctor of Philosophy,0,0,1,1,1,100,9,F9
Assistant Professor,Visual Arts,100,"50,000.00","50,000.00",0.00,O,MFA,Master of Fine Arts,1,1,1,1,1,100,9,F9
Associate Professor,Visual Arts,100,"61,820.00","64,940.00","3,120.00",T,MFA,Master of Fine Arts,11,13,1,1,1,100,9,F9
Associate Professor,Visual Arts,100,"55,517.00","55,517.00",0.00,O,MFA,Master of Fine Arts,10,10,1,1,1,100,9,F9
Associate Professor,Visual Arts,100,"61,539.00","61,539.00",0.00,T,MFA,Master of Fine Arts,11,11,1,1,1,100,9,F9
Associate Professor,Visual Arts,100,"66,936.00","66,936.00",0.00,T,MFA,Master of Fine Arts,14,15,1,1,1,100,9,F9
Associate Professor,Visual Arts,100,"54,586.00","54,586.00",0.00,T,MFA,Master of Fine Arts,12,13,1,1,1,100,9,F9
Instructor,Visual Arts,100,"50,000.00","50,000.00",0.00,,MFA,Master of Fine Arts,0,10,1,1,1,100,9,F9
Professor,Visual Arts,100,"66,805.00","66,805.00",0.00,T,MFA,Master of Fine Arts,18,24,1,1,1,100,9,F9
Professor,Visual Arts,100,"68,455.00","68,455.00",0.00,T,MFA,Master of Fine Arts,20,21,1,1,1,100,9,F9
Professor,Visual Arts,100,"67,686.00","70,806.00","3,120.00",T,MFA,Master of Fine Arts,18,18,1,1,1,100,9,F9
Professor,Visual Arts,100,"84,990.00","88,110.00","3,120.00",T,MFA,Master of Fine Arts,19,19,1,1,1,100,9,F9